synthetic_cnr,state,district,court_establishment,case_type,act_section_bucket,tier,filing_date,registration_date,pending_since,filing_year,filing_year_bucket,case_age_days,current_status,current_stage,stage_entered_at,first_hearing_date,next_date,court_bench_id,days_in_current_stage,days_since_substantive_event,adjournment_count,adjournment_streak,judge_change_count,stage_deviation_ratio,cohort_size,cohort_percentile,bottleneck_type,actionability_level,triage_confidence,structural_stall_label,triage_score,is_demo_stalled,is_demo_progressing,data_label,generation_source,evidence_json,explanation_text
SYN/OT/CRL_A/2021/000062,Jharkhand,Thane,JHARKH_DC_03,CRL_A,CRIMINAL_APPEAL,district,2021-08-10,2021-08-13,2021-08-13,2021,2020,1832,Pending,Summons / Appearance,2026-06-22,2021-10-12,2026-10-07,SYN-BENCH-09,55,12,0,0,1,0.42,2,,UNKNOWN,LOW,LOW,0,3.5,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2021/000062"",""court_establishment"":""JHARKH_DC_03"",""case_type"":""CRL_A"",""current_stage"":""Summons / Appearance"",""filing_date"":""2021-08-10"",""stage_entered_at"":""2026-06-22"",""days_in_current_stage"":55,""cohort_median_days_in_stage"":131.0,""stage_deviation_ratio"":0.42,""days_since_substantive_event"":12,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":3.5,""component_scores"":{""structural_deviation"":8.4,""inactivity"":4.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 55 days (0.42x cohort median of 131d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/KL/BA/2023/000063,Kerala,Guntur,KERALA_DC_01,BA,BAIL_GENERAL,district,2023-04-26,2023-05-06,2023-05-06,2023,2022,1208,Pending,Pleadings / Issues,2025-11-02,2023-06-10,2026-10-22,SYN-BENCH-11,287,143,0,0,0,2.22,10,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,35.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/KL/BA/2023/000063"",""court_establishment"":""KERALA_DC_01"",""case_type"":""BA"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2023-04-26"",""stage_entered_at"":""2025-11-02"",""days_in_current_stage"":287,""cohort_median_days_in_stage"":129.0,""stage_deviation_ratio"":2.22,""days_since_substantive_event"":143,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":10,""cohort_age_percentile"":null,""bottleneck_type"":""PROCEDURAL_INACTIVITY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":35.2,""component_scores"":{""structural_deviation"":44.4,""inactivity"":47.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Pleadings / Issues' for 287 days (2.22x cohort median of 129d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/AP/CRL_A/2024/000064,Andhra Pradesh,Jaipur,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,district,2024-02-22,2024-02-25,2024-02-25,2024,2024,906,Pending,Evidence / Argument,2025-06-21,2024-03-24,2026-10-12,SYN-BENCH-10,421,329,0,0,0,0.95,2,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,40.7,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/CRL_A/2024/000064"",""court_establishment"":""ANDHRA_DC_05"",""case_type"":""CRL_A"",""current_stage"":""Evidence / Argument"",""filing_date"":""2024-02-22"",""stage_entered_at"":""2025-06-21"",""days_in_current_stage"":421,""cohort_median_days_in_stage"":441.0,""stage_deviation_ratio"":0.95,""days_since_substantive_event"":329,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""PROCEDURAL_INACTIVITY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":40.7,""component_scores"":{""structural_deviation"":19.0,""inactivity"":100.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Evidence / Argument' for 421 days (0.95x cohort median of 441d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/MH/CRL_A/2024/000065,Maharashtra,Pune,MAHARA_DC_01,CRL_A,CRIMINAL_APPEAL,district,2024-10-18,2024-10-20,2024-10-20,2024,2024,667,Pending,Summons / Appearance,2026-05-18,2024-11-12,2026-10-20,SYN-BENCH-06,90,14,0,0,1,1.0,7,,UNKNOWN,LOW,LOW,0,7.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/MH/CRL_A/2024/000065"",""court_establishment"":""MAHARA_DC_01"",""case_type"":""CRL_A"",""current_stage"":""Summons / Appearance"",""filing_date"":""2024-10-18"",""stage_entered_at"":""2026-05-18"",""days_in_current_stage"":90,""cohort_median_days_in_stage"":90,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":14,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":7,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":7.2,""component_scores"":{""structural_deviation"":20.0,""inactivity"":4.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 90 days (1.0x cohort median of 90d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/BA/2022/000066,Assam,Kolkata,ASSAM_DC_05,BA,BAIL_GENERAL,district,2022-06-24,2022-07-09,2022-07-09,2022,2022,1514,Pending,Summons / Appearance,2025-07-10,2022-07-21,2026-08-26,SYN-BENCH-09,402,271,3,3,0,2.59,5,,SUMMONS_DELAY,HIGH,LOW,1,64.1,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2022/000066"",""court_establishment"":""ASSAM_DC_05"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2022-06-24"",""stage_entered_at"":""2025-07-10"",""days_in_current_stage"":402,""cohort_median_days_in_stage"":155,""stage_deviation_ratio"":2.59,""days_since_substantive_event"":271,""adjournment_streak"":3,""adjournment_count"":3,""judge_change_count"":0,""cohort_size"":5,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":64.1,""component_scores"":{""structural_deviation"":51.8,""inactivity"":90.33,""age_deviation"":0,""adjournment"":60.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 402 days (2.59x cohort median of 155d). Summons was issued with no return of service recorded over 402 days, resulting in 3 consecutive adjournments. High administrative actionability."
SYN/KL/CS/2021/000067,Kerala,Kolkata,KERALA_DC_05,CS,CPC_GENERAL,district,2021-12-22,2021-12-28,2021-12-28,2021,2020,1698,Pending,Final Arguments / Judgment,2026-07-17,2022-02-04,2026-10-17,SYN-BENCH-02,30,34,0,0,0,0.41,3,,UNKNOWN,LOW,LOW,0,5.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/KL/CS/2021/000067"",""court_establishment"":""KERALA_DC_05"",""case_type"":""CS"",""current_stage"":""Final Arguments / Judgment"",""filing_date"":""2021-12-22"",""stage_entered_at"":""2026-07-17"",""days_in_current_stage"":30,""cohort_median_days_in_stage"":74,""stage_deviation_ratio"":0.41,""days_since_substantive_event"":34,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":5.3,""component_scores"":{""structural_deviation"":8.2,""inactivity"":11.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Final Arguments / Judgment' for 30 days (0.41x cohort median of 74d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CRL_A/2021/000068,Jharkhand,Varanasi,JHARKH_DC_02,CRL_A,CRIMINAL_APPEAL,district,2021-09-05,2021-09-15,2021-09-15,2021,2020,1806,Pending,Summons / Appearance,2025-07-08,2021-10-17,2026-10-05,SYN-BENCH-07,404,127,4,4,2,1.56,2,,SUMMONS_DELAY,HIGH,LOW,1,47.9,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2021/000068"",""court_establishment"":""JHARKH_DC_02"",""case_type"":""CRL_A"",""current_stage"":""Summons / Appearance"",""filing_date"":""2021-09-05"",""stage_entered_at"":""2025-07-08"",""days_in_current_stage"":404,""cohort_median_days_in_stage"":259.0,""stage_deviation_ratio"":1.56,""days_since_substantive_event"":127,""adjournment_streak"":4,""adjournment_count"":4,""judge_change_count"":2,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":47.9,""component_scores"":{""structural_deviation"":31.2,""inactivity"":42.33,""age_deviation"":0,""adjournment"":80.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 404 days (1.56x cohort median of 259d). Summons was issued with no return of service recorded over 404 days, resulting in 4 consecutive adjournments. High administrative actionability."
SYN/DL/BA/2024/000069,Delhi,Vijayawada,DELHI_DC_04,BA,BAIL_GENERAL,district,2024-02-28,2024-03-10,2024-03-10,2024,2024,900,Pending,Filing / Registration,2026-06-27,2024-04-29,2026-10-21,SYN-BENCH-06,50,147,1,1,2,1.15,2,,JUDGE_CHANGE,MEDIUM,LOW,1,31.1,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/DL/BA/2024/000069"",""court_establishment"":""DELHI_DC_04"",""case_type"":""BA"",""current_stage"":""Filing / Registration"",""filing_date"":""2024-02-28"",""stage_entered_at"":""2026-06-27"",""days_in_current_stage"":50,""cohort_median_days_in_stage"":43.5,""stage_deviation_ratio"":1.15,""days_since_substantive_event"":147,""adjournment_streak"":1,""adjournment_count"":1,""judge_change_count"":2,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""JUDGE_CHANGE"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":31.1,""component_scores"":{""structural_deviation"":23.0,""inactivity"":49.0,""age_deviation"":0,""adjournment"":20.0,""actionability"":50}}",Case has been in stage 'Filing / Registration' for 50 days (1.15x cohort median of 44d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/DL/WP_C/2023/000070,Delhi,Jaipur,DELHI_DC_05,WP_C,WRIT_GENERAL,district,2023-03-29,2023-04-10,2023-04-10,2023,2022,1236,Pending,Evidence / Argument,2025-12-07,2023-05-07,2026-10-15,SYN-BENCH-06,252,201,1,1,0,0.87,4,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,34.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/DL/WP_C/2023/000070"",""court_establishment"":""DELHI_DC_05"",""case_type"":""WP_C"",""current_stage"":""Evidence / Argument"",""filing_date"":""2023-03-29"",""stage_entered_at"":""2025-12-07"",""days_in_current_stage"":252,""cohort_median_days_in_stage"":290.5,""stage_deviation_ratio"":0.87,""days_since_substantive_event"":201,""adjournment_streak"":1,""adjournment_count"":1,""judge_change_count"":0,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""PROCEDURAL_INACTIVITY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":34.0,""component_scores"":{""structural_deviation"":17.4,""inactivity"":67.0,""age_deviation"":0,""adjournment"":20.0,""actionability"":50}}",Case has been in stage 'Evidence / Argument' for 252 days (0.87x cohort median of 290d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/OT/CS/2024/000071,Assam,Lucknow,ASSAM_DC_05,CS,CPC_GENERAL,district,2024-01-27,2024-02-04,2024-02-04,2024,2024,932,Pending,Evidence / Argument,2026-01-09,2024-02-12,2026-10-31,SYN-BENCH-06,219,169,0,0,2,1.78,3,,JUDGE_CHANGE,MEDIUM,LOW,1,34.8,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2024/000071"",""court_establishment"":""ASSAM_DC_05"",""case_type"":""CS"",""current_stage"":""Evidence / Argument"",""filing_date"":""2024-01-27"",""stage_entered_at"":""2026-01-09"",""days_in_current_stage"":219,""cohort_median_days_in_stage"":123,""stage_deviation_ratio"":1.78,""days_since_substantive_event"":169,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":2,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""JUDGE_CHANGE"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":34.8,""component_scores"":{""structural_deviation"":35.6,""inactivity"":56.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Evidence / Argument' for 219 days (1.78x cohort median of 123d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/OT/CRL_A/2022/000072,Odisha,Thiruvananthapuram,ODISHA_DC_02,CRL_A,CRIMINAL_APPEAL,district,2022-04-18,2022-04-26,2022-04-26,2022,2022,1581,Pending,Summons / Appearance,2026-06-06,2022-05-23,2026-10-25,SYN-BENCH-04,71,35,0,0,0,0.51,4,,UNKNOWN,LOW,LOW,0,6.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2022/000072"",""court_establishment"":""ODISHA_DC_02"",""case_type"":""CRL_A"",""current_stage"":""Summons / Appearance"",""filing_date"":""2022-04-18"",""stage_entered_at"":""2026-06-06"",""days_in_current_stage"":71,""cohort_median_days_in_stage"":140.0,""stage_deviation_ratio"":0.51,""days_since_substantive_event"":35,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":6.0,""component_scores"":{""structural_deviation"":10.2,""inactivity"":11.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 71 days (0.51x cohort median of 140d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CS/2022/000073,Chhattisgarh,Bhopal,CHHATT_DC_02,CS,CPC_GENERAL,district,2022-12-06,2022-12-06,2022-12-06,2022,2022,1349,Pending,Summons / Appearance,2026-04-13,2023-01-05,2026-09-21,SYN-BENCH-11,125,148,0,0,2,1.03,5,,JUDGE_CHANGE,MEDIUM,LOW,1,22.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2022/000073"",""court_establishment"":""CHHATT_DC_02"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2022-12-06"",""stage_entered_at"":""2026-04-13"",""days_in_current_stage"":125,""cohort_median_days_in_stage"":121,""stage_deviation_ratio"":1.03,""days_since_substantive_event"":148,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":2,""cohort_size"":5,""cohort_age_percentile"":null,""bottleneck_type"":""JUDGE_CHANGE"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":22.3,""component_scores"":{""structural_deviation"":20.6,""inactivity"":24.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Summons / Appearance' for 125 days (1.03x cohort median of 121d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/OT/CS/2023/000074,Madhya Pradesh,Bhopal,MADHYA_DC_05,CS,CPC_GENERAL,district,2023-06-17,2023-06-25,2023-06-25,2023,2022,1156,Pending,Pleadings / Issues,2026-01-23,2023-07-16,2026-08-29,SYN-BENCH-10,205,160,0,0,3,1.0,1,,JUDGE_CHANGE,MEDIUM,LOW,1,22.7,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2023/000074"",""court_establishment"":""MADHYA_DC_05"",""case_type"":""CS"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2023-06-17"",""stage_entered_at"":""2026-01-23"",""days_in_current_stage"":205,""cohort_median_days_in_stage"":205,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":160,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":3,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""JUDGE_CHANGE"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":22.7,""component_scores"":{""structural_deviation"":20.0,""inactivity"":26.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Pleadings / Issues' for 205 days (1.0x cohort median of 205d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/OT/CS/2023/000075,Tamil Nadu,Pune,TAMIL__DC_04,CS,CPC_GENERAL,district,2023-04-02,2023-04-05,2023-04-05,2023,2022,1232,Pending,Evidence / Argument,2026-01-16,2023-05-09,2026-11-13,SYN-BENCH-04,212,39,0,0,0,1.07,5,,UNKNOWN,LOW,LOW,0,9.7,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2023/000075"",""court_establishment"":""TAMIL__DC_04"",""case_type"":""CS"",""current_stage"":""Evidence / Argument"",""filing_date"":""2023-04-02"",""stage_entered_at"":""2026-01-16"",""days_in_current_stage"":212,""cohort_median_days_in_stage"":199,""stage_deviation_ratio"":1.07,""days_since_substantive_event"":39,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":5,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":9.7,""component_scores"":{""structural_deviation"":21.4,""inactivity"":13.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 212 days (1.07x cohort median of 199d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CS/2018/000076,Chhattisgarh,Bhopal,CHHATT_DC_05,CS,CPC_GENERAL,district,2018-11-19,2018-11-20,2018-11-20,2018,2018,2827,Pending,Filing / Registration,2026-07-25,2018-12-27,2026-08-27,SYN-BENCH-08,22,22,0,0,0,1.63,2,,UNKNOWN,LOW,LOW,0,11.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2018/000076"",""court_establishment"":""CHHATT_DC_05"",""case_type"":""CS"",""current_stage"":""Filing / Registration"",""filing_date"":""2018-11-19"",""stage_entered_at"":""2026-07-25"",""days_in_current_stage"":22,""cohort_median_days_in_stage"":13.5,""stage_deviation_ratio"":1.63,""days_since_substantive_event"":22,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":11.6,""component_scores"":{""structural_deviation"":32.6,""inactivity"":7.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Filing / Registration' for 22 days (1.63x cohort median of 14d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/KL/CS/2022/000077,Kerala,Thiruvananthapuram,KERALA_DC_05,CS,CPC_GENERAL,district,2022-08-17,2022-08-27,2022-08-27,2022,2022,1460,Pending,Summons / Appearance,2026-05-17,2022-10-03,2026-10-10,SYN-BENCH-10,91,23,0,0,1,0.61,11,,UNKNOWN,LOW,LOW,0,5.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/KL/CS/2022/000077"",""court_establishment"":""KERALA_DC_05"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2022-08-17"",""stage_entered_at"":""2026-05-17"",""days_in_current_stage"":91,""cohort_median_days_in_stage"":150,""stage_deviation_ratio"":0.61,""days_since_substantive_event"":23,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":11,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":5.6,""component_scores"":{""structural_deviation"":12.2,""inactivity"":7.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 91 days (0.61x cohort median of 150d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/MH/CRL_A/2023/000078,Maharashtra,Pune,MAHARA_DC_02,CRL_A,CRIMINAL_APPEAL,district,2023-08-26,2023-09-05,2023-09-05,2023,2022,1086,Pending,Pleadings / Issues,2026-04-30,2023-10-05,2026-08-27,SYN-BENCH-05,108,23,0,0,0,1.04,10,,UNKNOWN,LOW,LOW,0,8.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/MH/CRL_A/2023/000078"",""court_establishment"":""MAHARA_DC_02"",""case_type"":""CRL_A"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2023-08-26"",""stage_entered_at"":""2026-04-30"",""days_in_current_stage"":108,""cohort_median_days_in_stage"":104.0,""stage_deviation_ratio"":1.04,""days_since_substantive_event"":23,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":10,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":8.2,""component_scores"":{""structural_deviation"":20.8,""inactivity"":7.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 108 days (1.04x cohort median of 104d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/KL/MACA/2022/000079,Kerala,Delhi,KERALA_DC_04,MACA,MOTOR_ACCIDENT,district,2022-06-09,2022-06-23,2022-06-23,2022,2022,1529,Pending,Pleadings / Issues,2026-06-30,2022-08-02,2026-09-14,SYN-BENCH-07,47,37,0,0,0,0.47,4,,UNKNOWN,LOW,LOW,0,5.9,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/KL/MACA/2022/000079"",""court_establishment"":""KERALA_DC_04"",""case_type"":""MACA"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2022-06-09"",""stage_entered_at"":""2026-06-30"",""days_in_current_stage"":47,""cohort_median_days_in_stage"":99.0,""stage_deviation_ratio"":0.47,""days_since_substantive_event"":37,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":5.9,""component_scores"":{""structural_deviation"":9.4,""inactivity"":12.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 47 days (0.47x cohort median of 99d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/WP_C/2021/000080,Gujarat,Lucknow,GUJARA_DC_04,WP_C,WRIT_GENERAL,district,2021-01-31,2021-02-06,2021-02-06,2021,2020,2023,Pending,Summons / Appearance,2026-06-01,2021-03-19,2026-09-18,SYN-BENCH-08,76,17,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.4,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/WP_C/2021/000080"",""court_establishment"":""GUJARA_DC_04"",""case_type"":""WP_C"",""current_stage"":""Summons / Appearance"",""filing_date"":""2021-01-31"",""stage_entered_at"":""2026-06-01"",""days_in_current_stage"":76,""cohort_median_days_in_stage"":76,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":17,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":7.4,""component_scores"":{""structural_deviation"":20.0,""inactivity"":5.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 76 days (1.0x cohort median of 76d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/MH/CS/2024/000081,Maharashtra,Pune,MAHARA_DC_03,CS,CPC_GENERAL,district,2024-02-18,2024-02-23,2024-02-23,2024,2024,910,Pending,Pleadings / Issues,2026-06-06,2024-04-19,2026-09-06,SYN-BENCH-01,71,39,0,0,0,0.52,7,,UNKNOWN,LOW,LOW,0,6.4,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/MH/CS/2024/000081"",""court_establishment"":""MAHARA_DC_03"",""case_type"":""CS"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2024-02-18"",""stage_entered_at"":""2026-06-06"",""days_in_current_stage"":71,""cohort_median_days_in_stage"":136,""stage_deviation_ratio"":0.52,""days_since_substantive_event"":39,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":7,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":6.4,""component_scores"":{""structural_deviation"":10.4,""inactivity"":13.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 71 days (0.52x cohort median of 136d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/DL/CRL_A/2022/000082,Delhi,Thiruvananthapuram,DELHI_DC_05,CRL_A,CRIMINAL_APPEAL,district,2022-04-30,2022-05-14,2022-05-14,2022,2022,1569,Pending,Evidence / Argument,2026-05-30,2022-05-31,2026-09-30,SYN-BENCH-01,78,12,0,0,0,0.91,4,,UNKNOWN,LOW,LOW,0,6.5,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/DL/CRL_A/2022/000082"",""court_establishment"":""DELHI_DC_05"",""case_type"":""CRL_A"",""current_stage"":""Evidence / Argument"",""filing_date"":""2022-04-30"",""stage_entered_at"":""2026-05-30"",""days_in_current_stage"":78,""cohort_median_days_in_stage"":86.0,""stage_deviation_ratio"":0.91,""days_since_substantive_event"":12,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":6.5,""component_scores"":{""structural_deviation"":18.2,""inactivity"":4.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 78 days (0.91x cohort median of 86d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
